Id,Review,Sentiment
1171,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0
1172,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1
1173,The waitresses are very friendly.,1
1174,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
1175,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1
1176,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0
1177,The service here leaves a lot to be desired.,0
1178,"The atmosphere is modern and hip, while maintaining a touch of coziness.",1
1179,"Not a weekly haunt, but definitely a place to come back to every once in a while.",1
1180,We literally sat there for 20 minutes with no one asking to take our order.,0
1181,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
1182,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
1183,I dressed up to be treated so rudely!,0
1184,It was probably dirt.,0
1185,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1
1186,I ordered the Lemon raspberry ice cocktail which was also incredible.,1
1187,"The food sucked, which we expected but it sucked more than we could have imagined.",0
1188,Interesting decor.,1
1189,What I really like there is the crepe station.,1
1190,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1
1191,you can watch them preparing the delicious food!),1
1192,Both of the egg rolls were fantastic.,1
1193,"When my order arrived, one of the gyros was missing.",0
1194,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1
1195,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
1196,The best place to go for a tasty bowl of Pho!,1
1197,The live music on Fridays totally blows.,0
1198,I've never been more insulted or felt disrespected.,0
1199,Very friendly staff.,1
1200,It is worth the drive.,1
1201,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1
1202,Food was great and so was the serivce!,1
1203,The warm beer didn't help.,0
1204,Great brunch spot.,1
1205,Service is friendly and inviting.,1
1206,Very good lunch spot.,1
1207,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
1208,The WORST EXPERIENCE EVER.,0
1209,Must have been an off night at this place.,0
1210,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1
1211,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
1212,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0
1213,My friend loved the salmon tartar.,1
1214,Won't go back.,0
1215,Extremely Tasty!,1
1216,Waitress was good though!,1
1217,Soggy and not good.,0
1218,The Jamaican mojitos are delicious.,1
1219,Which are small and not worth the price.,0
1220,#NAME?,1
1221,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0
1222,The service was a bit lacking.,0
1223,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0
1224,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
1225,"It was either too cold, not enough flavor or just bad.",0
1226,I loved the bacon wrapped dates.,1
1227,This is an unbelievable BARGAIN!,1
1228,The folks at Otto always make us feel so welcome and special.,1
1229,"As for the ""mains,"" also uninspired.",0
1230,This is the place where I first had pho and it was amazing!!,1
1231,This wonderful experience made this place a must-stop whenever we are in town again.,1
1232,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0
1233,Very very fun chef.,1
1234,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0
1235,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
1236,"If it were possible to give them zero stars, they'd have it.",0
1237,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0
1238,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
1239,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1240,"Everyone is very attentive, providing excellent customer service.",1
1241,Horrible - don't waste your time and money.,0
1242,Now this dish was quite flavourful.,1
1243,By this time our side of the restaurant was almost empty so there was no excuse.,0
1244,"(It wasn't busy either) Also, the building was FREEZING cold.",0
1245,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
1246,-Drinks took close to 30 minutes to come out at one point.,0
1247,"Seriously flavorful delights, folks.",1
1248,Much better than the other AYCE sushi place I went to in Vegas.,1
1249,The lighting is just dark enough to set the mood.,1
1250,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
1251,Owner's are really great people.!,1
1252,There is nothing privileged about working/eating there.,0
1253,The Greek dressing was very creamy and flavorful.,1
1254,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
1255,Now the pizza itself was good the peanut sauce was very tasty.,1
1256,We had 7 at our table and the service was pretty fast.,1
1257,Fantastic service here.,1
1258,I as well would've given godfathers zero stars if possible.,0
1259,They know how to make them here.,1
1260,very tough and very short on flavor!,0
1261,I hope this place sticks around.,1
1262,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0
1263,The restaurant atmosphere was exquisite.,1
1264,"Good service, very clean, and inexpensive, to boot!",1
1265,The seafood was fresh and generous in portion.,1
1266,"Plus, it's only 8 bucks.",1
1267,"The service was not up to par, either.",0
1268,"Thus far, have only visited twice and the food was absolutely delicious each time.",1
1269,Just as good as when I had it more than a year ago!,1
1270,"For a self proclaimed coffee cafe, I was wildly disappointed.",0
1271,The Veggitarian platter is out of this world!,1
1272,You cant go wrong with any of the food here.,1
1273,You can't beat that.,1
1274,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
1275,The chefs were friendly and did a good job.,1
1276,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
1277,I liked the patio and the service was outstanding.,1
1278,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
1279,I think not again,0
1280,I had the mac salad and it was pretty bland so I will not be getting that again.,0
1281,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
1282,Service stinks here!,0
1283,I waited and waited.,0
1284,"This place is not quality sushi, it is not a quality restaurant.",0
1285,I would definitely recommend the wings as well as the pizza.,1
1286,Great Pizza and Salads!,1
1287,Things that went wrong: - They burned the saganaki.,0
1288,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
1289,This place is amazing!,1
1290,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
1291,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
1292,Just don't know why they were so slow.,0
1293,"The staff is great, the food is delish, and they have an incredible beer selection.",1
1294,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
1295,I didn't know pulled pork could be soooo delicious.,1
1296,"You get incredibly fresh fish, prepared with care.",1
1297,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
1298,I love the fact that everything on their menu is worth it.,1
1299,Never again will I be dining at this place!,0
1300,The food was excellent and service was very good.,1
1301,Good beer & drink selection and good food selection.,1
1302,Please stay away from the shrimp stir fried noodles.,0
1303,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
1304,Food was really boring.,0
1305,Good Service-check!,1
1306,This greedy corporation will NEVER see another dime from me!,0
1307,"Will never, ever go back.",0
1308,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0
1309,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1
1310,I did not expect this to be so good!,1
1311,Fantastic food!,1
1312,She ordered a toasted English muffin that came out untoasted.,0
1313,The food was very good.,1
1314,Never going back.,0
1315,"Great food for the price, which is very high quality and house made.",1
1316,The bus boy on the other hand was so rude.,0
1317,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
1318,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
1319,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1
1320,All the bread is made in-house!,1
1321,The only downside is the service.,0
1322,"Also, the fries are without a doubt the worst fries I've ever had.",0
1323,Service was exceptional and food was a good as all the reviews.,1
1324,"A couple of months later, I returned and had an amazing meal.",1
1325,Favorite place in town for shawarrrrrrma!!!!!!,1
1326,The black eyed peas and sweet potatoes... UNREAL!,1
1327,You won't be disappointed.,1
1328,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1
1329,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0
1330,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
1331,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
1332,"Both of them were truly unbelievably good, and I am so glad we went back.",1
1333,"We had fantastic service, and were pleased by the atmosphere.",1
1334,Everything was gross.,0
1335,I love this place.,1
1336,Great service and food.,1
1337,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
1338,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
1339,"OMG, the food was delicioso!",1
1340,There is nothing authentic about this place.,0
1341,the spaghetti is nothing special whatsoever.,0
1342,"Of all the dishes, the salmon was the best, but all were great.",1
1343,The vegetables are so fresh and the sauce feels like authentic Thai.,1
1344,It's worth driving up from Tucson!,1
1345,The selection was probably the worst I've seen in Vegas.....there was none.,0
1346,Pretty good beer selection too.,1
1347,"This place is like Chipotle, but BETTER.",1
1348,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
1349,5 stars for the brick oven bread app!,1
1350,"I have eaten here multiple times, and each time the food was delicious.",1
1351,We sat another ten minutes and finally gave up and left.,0
1352,He was terrible!,0
1353,Everyone is treated equally special.,1
1354,It shouldn't take 30 min for pancakes and eggs.,0
1355,It was delicious!!!,1
1356,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
1357,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
1358,As always the evening was wonderful and the food delicious!,1
1359,Best fish I've ever had in my life!,1
1360,(The bathroom is just next door and very nice.),1
1361,The buffet is small and all the food they offered was BLAND.,0
1362,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
1363,Pretty cool I would say.,1
1364,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
1365,Server did a great job handling our large rowdy table.,1
1366,"I find wasting food to be despicable, but this just wasn't food.",0
1367,My wife had the Lobster Bisque soup which was lukewarm.,0
1368,Would come back again if I had a sushi craving while in Vegas.,1
1369,"The staff are great, the ambiance is great.",1
1370,He deserves 5 stars.,1
1371,I left with a stomach ache and felt sick the rest of the day.,0
1372,They dropped more than the ball.,0
1373,"The dining space is tiny, but elegantly decorated and comfortable.",1
1374,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
1375,And the beans and rice were mediocre at best.,0
1376,Best tacos in town by far!!,1
1377,I took back my money and got outta there.,0
1378,"In an interesting part of town, this place is amazing.",1
1379,RUDE & INCONSIDERATE MANAGEMENT.,0
1380,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
1381,I won't be back.,0
1382,They have great dinners.,1
1383,The service was outshining & I definitely recommend the Halibut.,1
1384,The food was terrible.,0
1385,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
1386,I don't recommend unless your car breaks down in front of it and you are starving.,0
1387,I will come back here every time I'm in Vegas.,1
1388,This place deserves one star and 90% has to do with the food.,0
1389,This is a disgrace.,0
1390,Def coming back to bowl next time,1
1391,"If you want healthy authentic or ethic food, try this place.",1
1392,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
1393,"I have been here several times in the past, and the experience has always been great.",1
1394,We walked away stuffed and happy about our first Vegas buffet experience.,1
1395,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
1396,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
1397,I'm probably one of the few people to ever go to Ians and not like it.,0
1398,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
1399,Service is perfect and the family atmosphere is nice to see.,1
1400,Cooked to perfection and the service was impeccable.,1
1401,This one is simply a disappointment.,0
1402,"Overall, I was very disappointed with the quality of food at Bouchon.",0
1403,I don't have to be an accountant to know I'm getting screwed!,0
1404,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
1405,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
1406,Left very frustrated.,0
1407,I'll definitely be in soon again.,1
1408,Food was really good and I got full petty fast.,1
1409,Service was fantastic.,1
1410,TOTAL WASTE OF TIME.,0
1411,I don't know what kind it is but they have the best iced tea.,1
1412,"Come hungry, leave happy and stuffed!",1
1413,"For service, I give them no stars.",0
1414,I can assure you that you won't be disappointed.,1
1415,I can take a little bad service but the food sucks.,0
1416,Gave up trying to eat any of the crust (teeth still sore).,0
1417,But now I was completely grossed out.,0
1418,I really enjoyed eating here.,1
1419,First time going but I think I will quickly become a regular.,1
1420,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
1421,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
1422,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
1423,"Furthermore, you can't even find hours of operation on the website!",0
1424,We've tried to like this place but after 10+ times I think we're done with them.,0
1425,What a mistake that was!,0
1426,No complaints!,1
1427,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
1428,Waiter was a jerk.,0
1429,"Strike 2, who wants to be rushed.",0
1430,These are the nicest restaurant owners I've ever come across.,1
1431,I never come again.,0
1432,We loved the biscuits!!!,1
1433,Service is quick and friendly.,1
1434,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
1435,So absolutley fantastic.,1
1436,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
1437,definitely will come back here again.,1
1438,I like Steiners because it's dark and it feels like a bar.,1
1439,Wow very spicy but delicious.,1
1440,"If you're not familiar, check it out.",1
1441,I'll take my business dinner dollars elsewhere.,0
1442,I'd love to go back.,1
1443,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
1444,Nothing special.,0
1445,Each day of the week they have a different deal and it's all so delicious!,1
1446,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
1447,Will not be back.,0
1448,Sauce was tasteless.,0
1449,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
1450,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
1451,I don't think we'll be going back anytime soon.,0
1452,Food was so gooodd.,1
1453,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
1454,I was so insulted.,0
1455,The last 3 times I had lunch here has been bad.,0
1456,The chicken wings contained the driest chicken meat I have ever eaten.,0
1457,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
1458,Nargile - I think you are great.,1
1459,Best tater tots in the southwest.,1
1460,We loved the place.,1
1461,Definitely not worth the $3 I paid.,0
1462,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
1463,Im in AZ all the time and now have my new spot.,1
1464,The manager was the worst.,0
1465,The inside is really quite nice and very clean.,1
1466,The food was outstanding and the prices were very reasonable.,1
1467,I don't think I'll be running back to Carly's anytime soon for food.,0
1468,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
1469,"Love the margaritas, too!",1
1470,This was my first and only Vegas buffet and it did not disappoint.,1
1471,"Very good, though!",1
1472,The one down note is the ventilation could use some upgrading.,0
1473,Great pork sandwich.,1
1474,Don't waste your time here.,0
1475,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
1476,"Third, the cheese on my friend's burger was cold.",0
1477,We enjoy their pizza and brunch.,1
1478,The steaks are all well trimmed and also perfectly cooked.,1
1479,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
1480,I LOVED it!,1
1481,We asked for the bill to leave without eating and they didn't bring that either.,0
1482,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
1483,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
1484,The selection of food was not the best.,0
1485,Delicious and I will absolutely be back!,1
1486,"This isn't a small family restaurant, this is a fine dining establishment.",1
1487,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
1488,I dont think I will be back for a very long time.,0
1489,"It was attached to a gas station, and that is rarely a good sign.",0
1490,How awesome is that.,1
1491,I will be back many times soon.,1
1492,The menu had so much good stuff on it i could not decide!,1
1493,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
1494,CONCLUSION: Very filling meals.,1
1495,Their daily specials are always a hit with my group.,1
1496,And then tragedy struck.,0
1497,The pancake was also really good and pretty large at that.,1
1498,"This was my first crawfish experience, and it was delicious!",1
1499,Their monster chicken fried steak and eggs is my all time favorite.,1
1500,Waitress was sweet and funny.,1
1501,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
1502,"I'd rather eat airline food, seriously.",0
1503,Cant say enough good things about this place.,1
1504,The ambiance was incredible.,1
1505,The waitress and manager are so friendly.,1
1506,I would not recommend this place.,0
1507,Overall I wasn't very impressed with Noca.,0
1508,My gyro was basically lettuce only.,0
1509,Terrible service!,0
1510,Thoroughly disappointed!,0
1511,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
1512,"Give it a try, you will be happy you did.",1
1513,By far the BEST cheesecurds we have ever had!,1
1514,Reasonably priced also!,1
1515,Everything was perfect the night we were in.,1
1516,The food is very good for your typical bar food.,1
1517,it was a drive to get there.,0
1518,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
1519,"Anyway, I do not think i will go back there.",0
1520,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
1521,"Oh this is such a thing of beauty, this restaurant.",1
1522,If you haven't gone here GO NOW!,1
1523,"A greasy, unhealthy meal.",0
1524,first time there and might just be the last.,0
1525,Those burgers were amazing.,1
1526,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
1527,And it was way to expensive.,0
1528,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
1529,This was my first time and I can't wait until the next.,1
1530,The bartender was also nice.,1
1531,Everything was good and tasty!,1
1532,This place is two thumbs up....way up.,1
1533,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
1534,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
1535,Terrible management.,0
1536,An excellent new restaurant by an experienced Frenchman.,1
1537,If there were zero stars I would give it zero stars.,0
1538,"Great steak, great sides, great wine, amazing desserts.",1
1539,Worst martini ever!,0
1540,The steak and the shrimp are in my opinion the best entrees at GC.,1
1541,I had the opportunity today to sample your amazing pizzas!,1
1542,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
1543,The yellowtail carpaccio was melt in your mouth fresh.,1
1544,I won't try going back there even if it's empty.,0
1545,"No, I'm going to eat the potato that I found some strangers hair in it.",0
1546,Just spicy enough.. Perfect actually.,1
1547,Last night was my second time dining here and I was so happy I decided to go back!,1
1548,"not even a ""hello, we will be right with you.""",0
1549,The desserts were a bit strange.,0
1550,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
1551,"I really do recommend this place, you can go wrong with this donut place!",1
1552,Nice ambiance.,1
1553,I would recommend saving room for this!,1
1554,I guess maybe we went on an off night but it was disgraceful.,0
1555,"However, my recent experience at this particular location was not so good.",0
1556,"I know this is not like the other restaurants at all, something is very off here!",0
1557,AVOID THIS ESTABLISHMENT!,0
1558,I think this restaurant suffers from not trying hard enough.,0
1559,All of the tapas dishes were delicious!,1
1560,I *heart* this place.,1
1561,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
1562,After two I felt disgusting.,0
1563,A good time!,1
1564,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
1565,Generous portions and great taste.,1
1566,I will never go back to this place and will never ever recommended this place to anyone!,0
1567,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
1568,Food was delicious!,1
1569,AN HOUR... seriously?,0
1570,I consider this theft.,0
1571,Eew... This location needs a complete overhaul.,0
1572,We recently witnessed her poor quality of management towards other guests as well.,0
1573,Waited and waited and waited.,0
1574,"He also came back to check on us regularly, excellent service.",1
1575,Our server was super nice and checked on us many times.,1
1576,"The pizza tasted old, super chewy in not a good way.",0
1577,I swung in to give them a try but was deeply disappointed.,0
1578,Service was good and the company was better!,1
1579,The staff are also very friendly and efficient.,1
1580,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
1581,Boy was that sucker dry!!.,0
1582,Over rated.,0
1583,"If you look for authentic Thai food, go else where.",0
1584,Their steaks are 100% recommended!,1
1585,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
1586,Great food and great service in a clean and friendly setting.,1
1587,"All in all, I can assure you I'll be back.",1
1588,I hate those things as much as cheap quality black olives.,0
1589,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
1590,The kids play area is NASTY!,0
1591,Great place fo take out or eat in.,1
1592,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
1593,OMG I felt like I had never eaten Thai food until this dish.,1
1594,"It was extremely ""crumby"" and pretty tasteless.",0
1595,It was a pale color instead of nice and char and has NO flavor.,0
1596,The croutons also taste homemade which is an extra plus.,1
1597,I got home to see the driest damn wings ever!,0
1598,It'll be a regular stop on my trips to Phoenix!,1
1599,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
1600,Not good for the money.,0
1601,I miss it and wish they had one in Philadelphia!,1
1602,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
1603,They also have the best cheese crisp in town.,1
1604,"Good value, great food, great service.",1
1605,Couldn't ask for a more satisfying meal.,1
1606,The food is good.,1
1607,It was awesome.,1
1608,I just wanted to leave.,0
1609,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
1610,I will not be eating there again.,0
1611,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
1612,I checked out this place a couple years ago and was not impressed.,0
1613,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
1614,"Sorry, I will not be getting food from here anytime soon :(",0
1615,An absolute must visit!,1
1616,The cow tongue and cheek tacos are amazing.,1
1617,My friend did not like his Bloody Mary.,0
1618,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
1619,They really want to make your experience a good one.,1
1620,I will not return.,0
1621,I had the chicken Pho and it tasted very bland.,0
1622,Very disappointing!!!,0
1623,The grilled chicken was so tender and yellow from the saffron seasoning.,1
1624,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
1625,Pretty awesome place.,1
1626,Ambience is perfect.,1
1627,Best of luck to the rude and non-customer service focused new management.,0
1628,Any grandmother can make a roasted chicken better than this one.,0
1629,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
1630,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
1631,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
1632,The roast beef sandwich tasted really good!,1
1633,"Same evening, him and I are both drastically sick.",0
1634,High-quality chicken on the chicken Caesar salad.,1
1635,Ordered burger rare came in we'll done.,0
1636,We were promptly greeted and seated.,1
1637,Tried to go here for lunch and it was a madhouse.,0
1638,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
1639,"After waiting an hour and being seated, I was not in the greatest of moods.",0
1640,This is a good joint.,1
1641,The Macarons here are insanely good.,1
1642,I'm not eating here!,0
1643,"Our waiter was very attentive, friendly, and informative.",1
1644,Maybe if they weren't cold they would have been somewhat edible.,0
1645,This place has a lot of promise but fails to deliver.,0
1646,Very bad Experience!,0
1647,What a mistake.,0
1648,Food was average at best.,0
1649,Great food.,1
1650,We won't be going back anytime soon!,0
1651,Very Very Disappointed ordered the $35 Big Bay Plater.,0
1652,Great place to relax and have an awesome burger and beer.,1
1653,It is PERFECT for a sit-down family meal or get together with a few friends.,1
1654,"Not much flavor to them, and very poorly constructed.",0
1655,The patio seating was very comfortable.,1
1656,The fried rice was dry as well.,0
1657,Hands down my favorite Italian restaurant!,1
1658,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
1659,It was just not a fun experience.,1
1660,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
1661,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
1662,"Very convenient, since we were staying at the MGM!",1
1663,The owners are super friendly and the staff is courteous.,1
1664,Both great!,1
1665,Eclectic selection.,1
1666,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
1667,The staff was very attentive.,1
1668,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
1669,"The owner used to work at Nobu, so this place is really similar for half the price.",1
1670,Google mediocre and I imagine Smashburger will pop up.,0
1671,dont go here.,0
1672,I promise they won't disappoint.,1
1673,As a sushi lover avoid this place by all means.,0
1674,What a great double cheeseburger!,1
1675,Awesome service and food.,1
1676,A fantastic neighborhood gem !!!,1
1677,I can't wait to go back.,1
1678,The plantains were the worst I've ever tasted.,0
1679,It's a great place and I highly recommend it.,1
1680,Service was slow and not attentive.,0
1681,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
1682,Your staff spends more time talking to themselves than me.,0
1683,Dessert: Panna Cotta was amazing.,1
1684,"Very good food, great atmosphere.1",1
1685,Damn good steak.,1
1686,Total brunch fail.,0
1687,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
1688,"The decor is nice, and the piano music soundtrack is pleasant.",1
1689,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
1690,"Good food , good service .",1
1691,It was absolutely amazing.,1
1692,"I probably won't be back, to be honest.",0
1693,will definitely be back!,1
1694,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
1695,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
1696,Went for lunch - service was slow.,0
1697,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
1698,I was mortified.,0
1699,"Needless to say, we will never be back here again.",0
1700,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
1701,"The chips that came out were dripping with grease, and mostly not edible.",0
1702,I wasn't really impressed with Strip Steak.,0
1703,Have been going since 2007 and every meal has been awesome!!,1
1704,Our server was very nice and attentive as were the other serving staff.,1
1705,The cashier was friendly and even brought the food out to me.,1
1706,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
1707,The atmosphere here is fun.,1
1708,Would not recommend to others.,0
1709,"Service is quick and even ""to go"" orders are just like we like it!",1
1710,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
1711,"That said, our mouths and bellies were still quite pleased.",1
1712,Not my thing.,0
1713,2 Thumbs Up!!,1
1714,If you are reading this please don't go there.,0
1715,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
1716,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
1717,They have a really nice atmosphere.,1
1718,Tonight I had the Elk Filet special...and it sucked.,0
1719,"After one bite, I was hooked.",1
1720,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
